match_id,season,date,team1,team2,venue,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,player_of_match,city
907,2022,2022-04-26,Lucknow Super Giants,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",Lucknow Super Giants,field,Sunrisers Hyderabad,63,0,Abhishek Sharma,Ahmedabad
908,2022,2022-04-13,Kolkata Knight Riders,Mumbai Indians,"DY Patil Stadium, Mumbai",Kolkata Knight Riders,bat,Kolkata Knight Riders,0,4,Rinku Singh,Mumbai
909,2022,2022-05-16,Gujarat Titans,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,field,Gujarat Titans,55,0,Sai Sudharsan,Jaipur
910,2022,2022-05-02,Lucknow Super Giants,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,bat,Lucknow Super Giants,0,2,Abdul Samad,Delhi
911,2022,2022-05-04,Sunrisers Hyderabad,Lucknow Super Giants,"Eden Gardens, Kolkata",Lucknow Super Giants,field,Lucknow Super Giants,0,3,Deepak Hooda,Kolkata
912,2022,2022-04-17,Mumbai Indians,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,49,0,Kamindu Mendis,Jaipur
913,2022,2022-05-08,Rajasthan Royals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Punjab Kings,bat,Rajasthan Royals,0,4,Shimron Hetmyer,Delhi
914,2022,2022-05-31,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Kolkata Knight Riders,51,0,Andre Russell,Mumbai
915,2022,2022-06-03,Sunrisers Hyderabad,Punjab Kings,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,field,Punjab Kings,0,2,Marcus Stoinis,Delhi
916,2022,2022-05-14,Lucknow Super Giants,Royal Challengers Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,48,0,Tim David,Bengaluru
917,2022,2022-05-16,Mumbai Indians,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,bat,Mumbai Indians,0,6,Hardik Pandya,Pune
918,2022,2022-06-12,Mumbai Indians,Royal Challengers Bengaluru,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,bat,Mumbai Indians,0,3,Rohit Sharma,Delhi
919,2022,2022-06-15,Chennai Super Kings,Lucknow Super Giants,"DY Patil Stadium, Mumbai",Lucknow Super Giants,field,Lucknow Super Giants,0,2,Mitchell Marsh,Mumbai
920,2022,2022-05-22,Sunrisers Hyderabad,Royal Challengers Bengaluru,"Holkar Cricket Stadium, Indore",Royal Challengers Bengaluru,field,Sunrisers Hyderabad,49,0,Adam Rossington,Indore
921,2022,2022-06-21,Sunrisers Hyderabad,Chennai Super Kings,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,bat,Sunrisers Hyderabad,51,0,Adam Rossington,Chennai
922,2022,2022-05-26,Mumbai Indians,Royal Challengers Bengaluru,"Holkar Cricket Stadium, Indore",Mumbai Indians,bat,Mumbai Indians,0,9,Tilak Varma,Indore
923,2022,2022-04-28,Rajasthan Royals,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,24,0,Abhishek Sharma,Kolkata
924,2022,2022-04-29,Punjab Kings,Kolkata Knight Riders,"Eden Gardens, Kolkata",Punjab Kings,bat,Kolkata Knight Riders,53,0,Ramandeep Singh,Kolkata
925,2022,2022-07-03,Lucknow Super Giants,Chennai Super Kings,"Holkar Cricket Stadium, Indore",Lucknow Super Giants,bat,Lucknow Super Giants,36,0,Nicholas Pooran,Indore
926,2022,2022-05-01,Delhi Capitals,Mumbai Indians,"Ekana Cricket Stadium, Lucknow",Mumbai Indians,field,Mumbai Indians,8,0,Suryakumar Yadav,Lucknow
927,2022,2022-05-02,Mumbai Indians,Lucknow Super Giants,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,field,Lucknow Super Giants,0,5,Deepak Hooda,Chennai
928,2022,2022-06-07,Punjab Kings,Delhi Capitals,"Ekana Cricket Stadium, Lucknow",Delhi Capitals,field,Delhi Capitals,41,0,Karun Nair,Lucknow
929,2022,2022-07-15,Delhi Capitals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,field,Sunrisers Hyderabad,0,1,Kamindu Mendis,Jaipur
930,2022,2022-07-18,Sunrisers Hyderabad,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,field,Royal Challengers Bengaluru,0,4,Phil Salt,Mumbai
931,2022,2022-06-13,Punjab Kings,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,bat,Lucknow Super Giants,0,6,Rishabh Pant,Ahmedabad
932,2022,2022-07-24,Delhi Capitals,Mumbai Indians,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Mumbai Indians,field,Delhi Capitals,79,0,Faf du Plessis,Dharamsala
933,2022,2022-06-17,Delhi Capitals,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Delhi Capitals,field,Delhi Capitals,19,0,Jake Fraser-McGurk,Pune
934,2022,2022-05-09,Royal Challengers Bengaluru,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,field,Royal Challengers Bengaluru,15,0,Devdutt Padikkal,Dharamsala
935,2022,2022-05-10,Gujarat Titans,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",Gujarat Titans,bat,Gujarat Titans,0,1,Sai Sudharsan,Bengaluru
936,2022,2022-06-23,Delhi Capitals,Sunrisers Hyderabad,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Delhi Capitals,field,Sunrisers Hyderabad,0,2,Heinrich Klaasen,Dharamsala
937,2022,2022-08-08,Gujarat Titans,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",Punjab Kings,bat,Punjab Kings,0,2,Glenn Maxwell,Chennai
938,2022,2022-08-11,Sunrisers Hyderabad,Lucknow Super Giants,"DY Patil Stadium, Mumbai",Lucknow Super Giants,bat,Sunrisers Hyderabad,12,0,Abhishek Sharma,Mumbai
939,2022,2022-08-14,Chennai Super Kings,Delhi Capitals,"Brabourne Stadium, Mumbai",Chennai Super Kings,bat,Delhi Capitals,41,0,Ashutosh Sharma,Mumbai
940,2022,2022-05-15,Lucknow Super Giants,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Lucknow Super Giants,field,Mumbai Indians,47,0,namin thir,Delhi
941,2022,2022-08-20,Royal Challengers Bengaluru,Gujarat Titans,"DY Patil Stadium, Mumbai",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,59,0,Phil Salt,Mumbai
942,2022,2022-05-17,Royal Challengers Bengaluru,Rajasthan Royals,"Holkar Cricket Stadium, Indore",Rajasthan Royals,field,Royal Challengers Bengaluru,5,0,Manoj Bhandage,Indore
943,2022,2022-08-26,Delhi Capitals,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,field,Rajasthan Royals,0,8,Rovman Powell,Ahmedabad
944,2022,2022-07-09,Punjab Kings,Rajasthan Royals,"Brabourne Stadium, Mumbai",Punjab Kings,field,Punjab Kings,0,4,Shreyas Iyer,Mumbai
945,2022,2022-07-11,Royal Challengers Bengaluru,Punjab Kings,"Brabourne Stadium, Mumbai",Punjab Kings,bat,Punjab Kings,44,0,Marcus Stoinis,Mumbai
946,2022,2022-07-13,Punjab Kings,Delhi Capitals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Delhi Capitals,bat,Delhi Capitals,25,0,Ashutosh Sharma,Dharamsala
947,2022,2022-09-07,Chennai Super Kings,Royal Challengers Bengaluru,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Chennai Super Kings,field,Chennai Super Kings,18,0,Vijay Shankar,Hyderabad
948,2022,2022-05-23,Punjab Kings,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",Punjab Kings,bat,Rajasthan Royals,84,0,Yashasvi Jaiswal,Pune
949,2023,2023-03-29,Chennai Super Kings,Royal Challengers Bengaluru,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,bat,Chennai Super Kings,0,3,Ruturaj Gaikwad,Jaipur
950,2023,2023-03-31,Chennai Super Kings,Gujarat Titans,"DY Patil Stadium, Mumbai",Gujarat Titans,bat,Gujarat Titans,5,0,Jos Buttler,Mumbai
951,2023,2023-04-02,Kolkata Knight Riders,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,field,Sunrisers Hyderabad,0,2,Kamindu Mendis,Mohali
952,2023,2023-04-07,Sunrisers Hyderabad,Rajasthan Royals,"DY Patil Stadium, Mumbai",Rajasthan Royals,field,Sunrisers Hyderabad,16,0,Kamindu Mendis,Mumbai
953,2023,2023-04-10,Gujarat Titans,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,field,Kolkata Knight Riders,76,0,Angkrish Raghuvanshi,Mumbai
954,2023,2023-04-13,Sunrisers Hyderabad,Punjab Kings,"DY Patil Stadium, Mumbai",Punjab Kings,field,Punjab Kings,9,0,Josh Inglis,Mumbai
955,2023,2023-04-16,Sunrisers Hyderabad,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,bat,Mumbai Indians,0,2,namin thir,Jaipur
956,2023,2023-04-19,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,Chennai Super Kings,0,2,Ruturaj Gaikwad,Kolkata
957,2023,2023-04-06,Royal Challengers Bengaluru,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",Royal Challengers Bengaluru,field,Kolkata Knight Riders,16,0,Manish Pandey,Mumbai
958,2023,2023-04-16,Delhi Capitals,Gujarat Titans,"Eden Gardens, Kolkata",Delhi Capitals,bat,Delhi Capitals,0,9,Tristan Stubbs,Kolkata
959,2023,2023-04-28,Gujarat Titans,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,field,Gujarat Titans,0,6,David Miller,Kolkata
960,2023,2023-04-09,Chennai Super Kings,Mumbai Indians,"M. Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,bat,Chennai Super Kings,0,3,Shaik Rasheed,Bengaluru
961,2023,2023-04-10,Lucknow Super Giants,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat,Delhi Capitals,84,0,Harry Brook,Delhi
962,2023,2023-04-24,Sunrisers Hyderabad,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",Punjab Kings,bat,Punjab Kings,35,0,Nehal Wadhera,Chennai
963,2023,2023-04-12,Delhi Capitals,Gujarat Titans,"Ekana Cricket Stadium, Lucknow",Gujarat Titans,bat,Delhi Capitals,0,7,Jake Fraser-McGurk,Lucknow
964,2023,2023-04-28,Lucknow Super Giants,Kolkata Knight Riders,"M. A. Chidambaram Stadium, Chennai",Lucknow Super Giants,bat,Kolkata Knight Riders,43,0,Venkatesh Iyer,Chennai
965,2023,2023-04-30,Delhi Capitals,Lucknow Super Giants,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Delhi Capitals,bat,Delhi Capitals,29,0,Ashutosh Sharma,Dharamsala
966,2023,2023-05-19,Chennai Super Kings,Lucknow Super Giants,"Eden Gardens, Kolkata",Lucknow Super Giants,field,Chennai Super Kings,74,0,Anshul Kamboj,Kolkata
967,2023,2023-04-16,Gujarat Titans,Rajasthan Royals,"Ekana Cricket Stadium, Lucknow",Gujarat Titans,bat,Gujarat Titans,0,3,Rahul Tewatia,Lucknow
968,2023,2023-05-06,Gujarat Titans,Lucknow Super Giants,"Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,bat,Gujarat Titans,0,3,Sai Sudharsan,Lucknow
969,2023,2023-05-28,Royal Challengers Bengaluru,Sunrisers Hyderabad,"Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,6,Ishan Kishan,Lucknow
970,2023,2023-05-10,Lucknow Super Giants,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",Lucknow Super Giants,field,Sunrisers Hyderabad,0,9,Adam Rossington,Mumbai
971,2023,2023-06-03,Rajasthan Royals,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,field,Sunrisers Hyderabad,40,0,Shahbaz Ahmed,Ahmedabad
972,2023,2023-04-21,Delhi Capitals,Chennai Super Kings,"DY Patil Stadium, Mumbai",Delhi Capitals,bat,Chennai Super Kings,8,0,Rachin Ravindra,Mumbai
973,2023,2023-05-16,Rajasthan Royals,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,field,Gujarat Titans,0,3,Shahrukh Khan,Pune
974,2023,2023-06-12,Punjab Kings,Gujarat Titans,"DY Patil Stadium, Mumbai",Punjab Kings,field,Punjab Kings,1,0,Marcus Stoinis,Mumbai
975,2023,2023-06-15,Gujarat Titans,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",Gujarat Titans,field,Delhi Capitals,0,9,Karun Nair,Bengaluru
976,2023,2023-04-25,Royal Challengers Bengaluru,Chennai Super Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Chennai Super Kings,bat,Royal Challengers Bengaluru,48,0,Virat Kohli,Hyderabad
977,2023,2023-06-21,Delhi Capitals,Kolkata Knight Riders,"Holkar Cricket Stadium, Indore",Delhi Capitals,field,Delhi Capitals,28,0,Jake Fraser-McGurk,Indore
978,2023,2023-05-26,Lucknow Super Giants,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,field,Sunrisers Hyderabad,0,1,Washington Sundar,Bengaluru
979,2023,2023-05-28,Mumbai Indians,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Punjab Kings,bat,Mumbai Indians,0,3,Tilak Varma,Hyderabad
980,2023,2023-05-30,Delhi Capitals,Mumbai Indians,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,bat,Delhi Capitals,20,0,Ashutosh Sharma,Chennai
981,2023,2023-04-30,Chennai Super Kings,Punjab Kings,"Wankhede Stadium, Mumbai",Punjab Kings,bat,Chennai Super Kings,47,0,Shivam Dube,Mumbai
982,2023,2023-06-03,Royal Challengers Bengaluru,Gujarat Titans,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,field,Gujarat Titans,18,0,Rahul Tewatia,Dharamsala
983,2023,2023-07-09,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,51,0,Shahbaz Ahmed,Hyderabad
984,2023,2023-07-12,Delhi Capitals,Mumbai Indians,"Eden Gardens, Kolkata",Delhi Capitals,field,Mumbai Indians,0,2,Tilak Varma,Kolkata
985,2023,2023-07-15,Punjab Kings,Gujarat Titans,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,Gujarat Titans,0,7,Dasun Shanaka,Mohali
986,2023,2023-05-05,Royal Challengers Bengaluru,Chennai Super Kings,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,31,0,Virat Kohli,Chennai
987,2023,2023-07-21,Delhi Capitals,Sunrisers Hyderabad,"Ekana Cricket Stadium, Lucknow",Delhi Capitals,field,Delhi Capitals,11,0,Ashutosh Sharma,Lucknow
988,2023,2023-07-24,Kolkata Knight Riders,Royal Challengers Bengaluru,"Brabourne Stadium, Mumbai",Kolkata Knight Riders,bat,Kolkata Knight Riders,34,0,Rinku Singh,Mumbai
989,2023,2023-07-27,Sunrisers Hyderabad,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,3,Ishan Kishan,Mohali
990,2023,2023-05-09,Chennai Super Kings,Royal Challengers Bengaluru,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,79,0,Rajat Patidar,Jaipur
991,2023,2023-06-21,Chennai Super Kings,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,bat,Chennai Super Kings,8,0,Shivam Dube,Jaipur
992,2023,2023-06-23,Mumbai Indians,Rajasthan Royals,"M. A. Chidambaram Stadium, Chennai",Rajasthan Royals,field,Rajasthan Royals,0,4,Riyan Parag,Chennai
993,2023,2023-05-12,Mumbai Indians,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Mumbai Indians,78,0,Rohit Sharma,Mumbai
994,2023,2023-06-27,Sunrisers Hyderabad,Royal Challengers Bengaluru,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,field,Sunrisers Hyderabad,2,0,Heinrich Klaasen,Delhi
995,2023,2023-06-29,Delhi Capitals,Lucknow Super Giants,"Brabourne Stadium, Mumbai",Lucknow Super Giants,bat,Lucknow Super Giants,50,0,Nicholas Pooran,Mumbai
996,2023,2023-08-17,Chennai Super Kings,Royal Challengers Bengaluru,"DY Patil Stadium, Mumbai",Chennai Super Kings,bat,Royal Challengers Bengaluru,0,4,Rajat Patidar,Mumbai
997,2023,2023-08-20,Punjab Kings,Chennai Super Kings,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,field,Chennai Super Kings,0,4,MS Dhoni,Chennai
998,2023,2023-07-05,Mumbai Indians,Royal Challengers Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,16,0,Devdutt Padikkal,Bengaluru
999,2023,2023-08-26,Chennai Super Kings,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,bat,Punjab Kings,0,3,Musheer Khan,Jaipur
1000,2023,2023-08-29,Mumbai Indians,Lucknow Super Giants,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Mumbai Indians,field,Mumbai Indians,66,0,Rohit Sharma,Dharamsala
1001,2023,2023-09-01,Royal Challengers Bengaluru,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,field,Royal Challengers Bengaluru,24,0,Virat Kohli,Dharamsala
1002,2023,2023-09-04,Royal Challengers Bengaluru,Kolkata Knight Riders,"Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,field,Kolkata Knight Riders,0,5,Manish Pandey,Lucknow
1003,2023,2023-07-15,Kolkata Knight Riders,Rajasthan Royals,"Brabourne Stadium, Mumbai",Kolkata Knight Riders,bat,Kolkata Knight Riders,38,0,Ajinkya Rahane,Mumbai
1004,2023,2023-05-23,Royal Challengers Bengaluru,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,bat,Rajasthan Royals,27,0,Sanju Samson,Pune
1005,2023,2023-09-13,Mumbai Indians,Delhi Capitals,"DY Patil Stadium, Mumbai",Delhi Capitals,field,Mumbai Indians,0,9,Suryakumar Yadav,Mumbai
1006,2023,2023-09-16,Royal Challengers Bengaluru,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,1,Washington Sundar,Pune
1007,2023,2023-07-23,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,Rajasthan Royals,0,5,Rovman Powell,Kolkata
1008,2023,2023-07-25,Punjab Kings,Kolkata Knight Riders,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Punjab Kings,field,Punjab Kings,56,0,Glenn Maxwell,Hyderabad
1009,2023,2023-07-27,Royal Challengers Bengaluru,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,0,4,Manoj Bhandage,Chennai
1010,2023,2023-07-29,Punjab Kings,Royal Challengers Bengaluru,"DY Patil Stadium, Mumbai",Punjab Kings,field,Punjab Kings,51,0,Nehal Wadhera,Mumbai
1011,2023,2023-07-31,Chennai Super Kings,Royal Challengers Bengaluru,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,field,Royal Challengers Bengaluru,0,2,Tim David,Chennai
1012,2023,2023-05-31,Gujarat Titans,Royal Challengers Bengaluru,"Brabourne Stadium, Mumbai",Gujarat Titans,field,Gujarat Titans,2,0,Shubman Gill,Mumbai
1013,2023,2023-06-01,Royal Challengers Bengaluru,Kolkata Knight Riders,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Kolkata Knight Riders,bat,Kolkata Knight Riders,0,1,Venkatesh Iyer,Dharamsala
1014,2023,2023-10-10,Gujarat Titans,Delhi Capitals,"Holkar Cricket Stadium, Indore",Gujarat Titans,bat,Gujarat Titans,0,8,Sai Sudharsan,Indore
1015,2023,2023-06-03,Rajasthan Royals,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,bat,Delhi Capitals,70,0,Faf du Plessis,Mohali
1016,2024,2024-03-20,Chennai Super Kings,Gujarat Titans,"Arun Jaitley Stadium, Delhi",Gujarat Titans,bat,Chennai Super Kings,30,0,Shivam Dube,Delhi
1017,2024,2024-03-23,Sunrisers Hyderabad,Royal Challengers Bengaluru,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,0,2,Devdutt Padikkal,Hyderabad
1018,2024,2024-03-22,Royal Challengers Bengaluru,Chennai Super Kings,"M. Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,field,Royal Challengers Bengaluru,47,0,Virat Kohli,Bengaluru
1019,2024,2024-03-26,Mumbai Indians,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,39,0,Manoj Bhandage,Kolkata
1020,2024,2024-03-24,Rajasthan Royals,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",Delhi Capitals,field,Delhi Capitals,0,2,Jake Fraser-McGurk,Pune
1021,2024,2024-03-25,Royal Challengers Bengaluru,Lucknow Super Giants,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Lucknow Super Giants,field,Lucknow Super Giants,0,8,Nicholas Pooran,Hyderabad
1022,2024,2024-04-01,Chennai Super Kings,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",Chennai Super Kings,bat,Chennai Super Kings,50,0,Ravindra Jadeja,Mumbai
1023,2024,2024-04-03,Delhi Capitals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,field,Delhi Capitals,0,4,Ashutosh Sharma,Jaipur
1024,2024,2024-04-13,Sunrisers Hyderabad,Gujarat Titans,"Punjab Cricket Association Stadium, Mohali",Gujarat Titans,bat,Sunrisers Hyderabad,0,7,Ishan Kishan,Mohali
1025,2024,2024-03-29,Chennai Super Kings,Kolkata Knight Riders,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Chennai Super Kings,bat,Chennai Super Kings,18,0,Rachin Ravindra,Hyderabad
1026,2024,2024-03-30,Mumbai Indians,Delhi Capitals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Delhi Capitals,field,Mumbai Indians,0,7,Ishan Kishan,Hyderabad
1027,2024,2024-04-22,Kolkata Knight Riders,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,bat,Lucknow Super Giants,0,7,Rishabh Pant,Mumbai
1028,2024,2024-04-25,Sunrisers Hyderabad,Delhi Capitals,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,3,Travis Head,Mumbai
1029,2024,2024-04-02,Royal Challengers Bengaluru,Delhi Capitals,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,0,7,Rajat Patidar,Kolkata
1030,2024,2024-04-03,Royal Challengers Bengaluru,Punjab Kings,"Brabourne Stadium, Mumbai",Punjab Kings,field,Royal Challengers Bengaluru,83,0,Tim David,Mumbai
1031,2024,2024-04-04,Mumbai Indians,Rajasthan Royals,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,bat,Rajasthan Royals,21,0,Yashasvi Jaiswal,Chennai
1032,2024,2024-04-21,Sunrisers Hyderabad,Lucknow Super Giants,"DY Patil Stadium, Mumbai",Lucknow Super Giants,field,Lucknow Super Giants,21,0,Aiden Markram,Mumbai
1033,2024,2024-04-06,Chennai Super Kings,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,field,Gujarat Titans,24,0,Jos Buttler,Jaipur
1034,2024,2024-05-13,Punjab Kings,Lucknow Super Giants,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Lucknow Super Giants,field,Punjab Kings,0,7,Nehal Wadhera,Hyderabad
1035,2024,2024-04-08,Rajasthan Royals,Chennai Super Kings,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,field,Rajasthan Royals,70,0,Sanju Samson,Chennai
1036,2024,2024-04-09,Chennai Super Kings,Kolkata Knight Riders,"Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,bat,Kolkata Knight Riders,0,1,Rinku Singh,Lucknow
1037,2024,2024-05-22,Rajasthan Royals,Chennai Super Kings,"Ekana Cricket Stadium, Lucknow",Rajasthan Royals,field,Rajasthan Royals,40,0,Yashasvi Jaiswal,Lucknow
1038,2024,2024-05-25,Delhi Capitals,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,field,Rajasthan Royals,0,3,Sanju Samson,Jaipur
1039,2024,2024-05-28,Delhi Capitals,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Delhi Capitals,bat,Delhi Capitals,0,8,Jake Fraser-McGurk,Pune
1040,2024,2024-05-31,Rajasthan Royals,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,30,0,Rajat Patidar,Kolkata
1041,2024,2024-06-03,Royal Challengers Bengaluru,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",Lucknow Super Giants,field,Lucknow Super Giants,47,0,Kyle Mayers,Ahmedabad
1042,2024,2024-04-15,Mumbai Indians,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bengaluru",Mumbai Indians,bat,Sunrisers Hyderabad,0,2,Travis Head,Bengaluru
1043,2024,2024-04-16,Royal Challengers Bengaluru,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,bat,Royal Challengers Bengaluru,38,0,Rajat Patidar,Ahmedabad
1044,2024,2024-05-15,Chennai Super Kings,Rajasthan Royals,"Ekana Cricket Stadium, Lucknow",Rajasthan Royals,bat,Chennai Super Kings,0,8,Anshul Kamboj,Lucknow
1045,2024,2024-05-17,Punjab Kings,Rajasthan Royals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,bat,Rajasthan Royals,47,0,Kunal Rathore,Dharamsala
1046,2024,2024-06-18,Sunrisers Hyderabad,Lucknow Super Giants,"Holkar Cricket Stadium, Indore",Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,6,Washington Sundar,Indore
1047,2024,2024-05-21,Chennai Super Kings,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,4,Travis Head,Ahmedabad
1048,2024,2024-05-23,Royal Challengers Bengaluru,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,field,Chennai Super Kings,60,0,Rachin Ravindra,Delhi
1049,2024,2024-06-27,Delhi Capitals,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,bat,Delhi Capitals,0,7,Ashutosh Sharma,Mohali
